ids,labels,parents
Lumen - New England IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic,Lumen,New England IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic
Tesseract - American Imperial IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic,Tesseract,American Imperial IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic
Double Dry-Hopped Tesseract - American Imperial IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic,Double Dry-Hopped Tesseract,American Imperial IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic
Lambo Door - American Imperial IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic,Lambo Door,American Imperial IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic
Magnetic Compass - New England IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic,Magnetic Compass,New England IPA - Grimm Artisanal Ales - New York City - NY - mid-atlantic
Adam From The Wood - English Old Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest,Adam From The Wood,English Old Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest
Adam - English Old Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest,Adam,English Old Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest
Matt - American Strong Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest,Matt,American Strong Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest
Cherry Adam From The Wood - English Old Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest,Cherry Adam From The Wood,English Old Ale - Hair Of The Dog Brewing Company / Brewery And Tasting Room - Portland - OR - northwest
Beer Hates Astronauts - American IPA - Half Acre Beer Company - Chicago - IL - great-lakes,Beer Hates Astronauts,American IPA - Half Acre Beer Company - Chicago - IL - great-lakes
Pugachev Royale - Russian Imperial Stout - Hangar 24 Brewing - Redlands - CA - pacific,Pugachev Royale,Russian Imperial Stout - Hangar 24 Brewing - Redlands - CA - pacific
Ruse - English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic,Ruse,English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic
Foolery - English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic,Foolery,English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic
Bourbon GBS (Gingerbread Stout) - English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic,Bourbon GBS (Gingerbread Stout),English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic
Kentucky Christmas Morning - English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic,Kentucky Christmas Morning,English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic
Trickery - English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic,Trickery,English Sweet / Milk Stout - Hardywood Park Craft Brewery - Richmond - VA - south-atlantic
Clare's Thirsty Ale - American Imperial Stout - Haymarket Beer Co. Pub & Brewery - Chicago - IL - great-lakes,Clare's Thirsty Ale,American Imperial Stout - Haymarket Beer Co. Pub & Brewery - Chicago - IL - great-lakes
Blurred Is The Word - New England IPA - Heist Brewery - Charlotte - NC - south-atlantic,Blurred Is The Word,New England IPA - Heist Brewery - Charlotte - NC - south-atlantic
Über Quench'l - American Imperial IPA - Heist Brewery - Charlotte - NC - south-atlantic,Über Quench'l,American Imperial IPA - Heist Brewery - Charlotte - NC - south-atlantic
Citraquench'l - New England IPA - Heist Brewery - Charlotte - NC - south-atlantic,Citraquench'l,New England IPA - Heist Brewery - Charlotte - NC - south-atlantic
Blurred Up - American Imperial IPA - Heist Brewery - Charlotte - NC - south-atlantic,Blurred Up,American Imperial IPA - Heist Brewery - Charlotte - NC - south-atlantic
Mosaic IPA - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Mosaic IPA,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Dorothy (Wine Barrel Aged) - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Dorothy (Wine Barrel Aged),Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Flora - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Flora,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Florence Puncheon - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Florence Puncheon,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Genealogy Of Morals - Bourbon Barrel-Aged - American Imperial Stout - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Genealogy Of Morals - Bourbon Barrel-Aged,American Imperial Stout - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Society & Solitude #4 - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Society & Solitude #4,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Double Nelson - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Double Nelson,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Ephraim - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Ephraim,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Beyond Good And Evil - American Imperial Stout - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Beyond Good And Evil,American Imperial Stout - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Society & Solitude #5 - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Society & Solitude #5,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Juicy - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Juicy,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Damon (Bourbon Barrel Aged) - Russian Imperial Stout - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Damon (Bourbon Barrel Aged),Russian Imperial Stout - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Society & Solitude #6 - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Society & Solitude #6,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Art - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Art,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Susan - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Susan,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Everett Porter - American Porter - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Everett Porter,American Porter - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Birth Of Tragedy - American Imperial Porter - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Birth Of Tragedy,American Imperial Porter - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Flora - Blueberry - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Flora - Blueberry,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Double Galaxy - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Double Galaxy,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Flora Plum - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Flora Plum,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Aaron - British Barleywine - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Aaron,British Barleywine - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Double Citra - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Double Citra,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Ann - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Ann,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Clover - Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Clover,Belgian Saison - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Edward - American Pale Ale (APA) - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Edward,American Pale Ale (APA) - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Abner - New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england,Abner,New England IPA - Hill Farmstead Brewery - Gebbie Corner - VT - new-england
Midnight Still - American Imperial Stout - Holy Mountain Brewing Company - Seattle - WA - northwest,Midnight Still,American Imperial Stout - Holy Mountain Brewing Company - Seattle - WA - northwest
Clarette - American Wild Ale - Holy Mountain Brewing Company - Seattle - WA - northwest,Clarette,American Wild Ale - Holy Mountain Brewing Company - Seattle - WA - northwest
Midnight Still (Hazelnut/Cacao) - American Imperial Stout - Holy Mountain Brewing Company - Seattle - WA - northwest,Midnight Still (Hazelnut/Cacao),American Imperial Stout - Holy Mountain Brewing Company - Seattle - WA - northwest
Misère Au Borinage - Belgian Saison - Holy Mountain Brewing Company - Seattle - WA - northwest,Misère Au Borinage,Belgian Saison - Holy Mountain Brewing Company - Seattle - WA - northwest
Astral Projection - New England IPA - Holy Mountain Brewing Company - Seattle - WA - northwest,Astral Projection,New England IPA - Holy Mountain Brewing Company - Seattle - WA - northwest
Dragonsaddle - New England IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes,Dragonsaddle,New England IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes
Key Bump - American Imperial IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes,Key Bump,American Imperial IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes
Konkey Dong - American Imperial IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes,Konkey Dong,American Imperial IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes
Roller Blabe DIPA - American Imperial IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes,Roller Blabe DIPA,American Imperial IPA - Hoof Hearted Brewing - Pagetown - OH - great-lakes
Double Grid - American Imperial IPA - Hop Butcher For The World - Darien - IL - great-lakes,Double Grid,American Imperial IPA - Hop Butcher For The World - Darien - IL - great-lakes
Proper Dose - American Imperial Stout - Horus Aged Ales - Oceanside - CA - pacific,Proper Dose,American Imperial Stout - Horus Aged Ales - Oceanside - CA - pacific
Apotheosis - New England IPA - Hudson Valley Brewery - Beacon - NY - mid-atlantic,Apotheosis,New England IPA - Hudson Valley Brewery - Beacon - NY - mid-atlantic
Demiurge - New England IPA - Hudson Valley Brewery - Beacon - NY - mid-atlantic,Demiurge,New England IPA - Hudson Valley Brewery - Beacon - NY - mid-atlantic
Koffee Kölsch - German Kölsch - Huss Brewing Co - Desert Villas - AZ - southwest,Koffee Kölsch,German Kölsch - Huss Brewing Co - Desert Villas - AZ - southwest
Rum King - American Imperial Stout - Indeed Brewing Company - Minneapolis - MN - midwest,Rum King,American Imperial Stout - Indeed Brewing Company - Minneapolis - MN - midwest
Label Us Notorious - Calvados BA Big Poppa - American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic,Label Us Notorious - Calvados BA Big Poppa,American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic
I Let My Tape Rock - American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic,I Let My Tape Rock,American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic
Miami Madness - Berliner Weisse - J. Wakefield Brewing - Miami - FL - south-atlantic,Miami Madness,Berliner Weisse - J. Wakefield Brewing - Miami - FL - south-atlantic
DFPF - Berliner Weisse - J. Wakefield Brewing - Miami - FL - south-atlantic,DFPF,Berliner Weisse - J. Wakefield Brewing - Miami - FL - south-atlantic
It Was All A Dream - American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic,It Was All A Dream,American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic
Big Poppa - American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic,Big Poppa,American Imperial Stout - J. Wakefield Brewing - Miami - FL - south-atlantic
Jackie O's / Side Project - Appervation - American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes,Jackie O's / Side Project - Appervation,American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes
Bourbon Barrel Oro Negro - American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes,Bourbon Barrel Oro Negro,American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes
Bourbon Barrel Black Maple - American Imperial Porter - Jackie O's Pub & Brewery - Athens - OH - great-lakes,Bourbon Barrel Black Maple,American Imperial Porter - Jackie O's Pub & Brewery - Athens - OH - great-lakes
Oro Negro - American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes,Oro Negro,American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes
Bourbon Barrel Champion Ground - American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes,Bourbon Barrel Champion Ground,American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes
Wood Burner (Bourbon Barrel-Aged) - American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes,Wood Burner (Bourbon Barrel-Aged),American Imperial Stout - Jackie O's Pub & Brewery - Athens - OH - great-lakes
Funk Metal - American Wild Ale - Jester King Brewery - Austin - TX - southwest,Funk Metal,American Wild Ale - Jester King Brewery - Austin - TX - southwest
Boxer's Revenge - American Wild Ale - Jester King Brewery - Austin - TX - southwest,Boxer's Revenge,American Wild Ale - Jester King Brewery - Austin - TX - southwest
Montmorency Vs Balaton - American Wild Ale - Jester King Brewery - Austin - TX - southwest,Montmorency Vs Balaton,American Wild Ale - Jester King Brewery - Austin - TX - southwest
Bière De Lenoir - American Wild Ale - Jester King Brewery - Austin - TX - southwest,Bière De Lenoir,American Wild Ale - Jester King Brewery - Austin - TX - southwest
